bo,title,genres,budjet,year,rating,peoplesID,mid,date
320690,Anna Karenina,"Drama,Romance,Short",0,2012,28340|6.7|0000012111,8191|43228|43440|51588|51630|52656|52683|54671|56735|58530|59963|66041|67938|78053|79547|81855|81938|85543|88186|88965|89870|90220|91764|94329|95385|101584|103117|103579|26985|109295|110774|112761|112977|112999|116787|117681|118402|122795|123477|125480|125791|126036|126608|131954|133739|145921|146650|148382|149667|154642|156770|160531|164883|165147|165334|5965|172684|174445|179326|183056|183900|184921|185743|186739|187865|189957|190037|190159|190897|192141|192228|192476|195125|195750|201472|204692|205685|206392|208906|212165|212167|212172|220877|223635|226629|232531|233701|234156|234895|235129|16739|18516|20451|21335|37282|10921|14895|2214,7796,2012/11/18
3431,London Boulevard,"Crime,Drama",25000000,2010,27071|6.2|0000122100,8131|39164|13126|44230|48174|50983|51189|53631|54378|54949|60707|63373|67984|68884|70843|21211|79806|80962|87075|88277|91617|92613|94666|94876|95300|100877|103620|104747|110589|110740|112297|114965|119314|126068|133349|137986|138120|141732|146044|147048|152830|154915|155220|156680|161368|162424|164297|164847|165264|165834|166203|6510|170940|187427|189505|201472|205787|213936|216361|221478|222860|19537|23915|25332|26053|13126|29781|33108|35528|36590|13126|2258,6620,2011/11/13
1111314,Shadows and Fog,"Comedy,Crime,Drama,Mystery,Thriller",14000000,1991,9183|6.6|0000012101,8743|10087|10087|47518|47608|38666|16627|55319|55914|68025|19543|78682|89033|100271|103789|111210|28088|12821|114961|118564|118958|133337|136097|136781|42560|138333|139308|146412|146761|147630|148725|149100|149766|151081|151721|151772|157500|157916|159992|160661|163357|163430||171867|172648|184654|187650|11484|190987|199984|203059|5|213394|223391|230522|23124|23804|25202|32269|32586|32744|10087|845,211,1992/3/20
4208455,Bratz,"Comedy,Family,Music",0,2007,14094|2.7|4000000020,9070|39659|39888|25069|44583|46808|52514|55603|68921|69760|90268|90567|107838|112152|116369|12992|123717|124611|125203|125344|137114|141701|151307|160262|36894|4465|169439|170542|176362|176536|177171|177455|180540|181138|181803|186331|187282|189554|190733|190809|192439|194146|195334|196738|197380|199203|199611|200061|202038|206016|216190|218344|218625|219228|219352|220665|224892|34574|231184|231844|235451|236219|15564|17385|18262|26456|26889|31146|12992|3109,5519,2007/8/5
41556,Snitch,"Crime,Drama,Thriller",11000000,1998,1092|6.5|0000012200,9141|38675|27051|44658|50881|55266|55779|59919|63209|63403|65180|66199|68638|73095|75228|77181|79720|79750|83987|86416|91148|100155|27051|108140|112379|112703|113815|117269|118659|128257|14118|5569|175085|188410|12181|207230|209254|209762|225243|228422|230960|234408|18848|11124|20355|23635|33327|34014|35350|11124|1757,980,1998/9/27
3845278,Jui kuen II,"Action,Comedy",2000000,1994,21540|7.5|0000002211,8855|35765|43445|43908|61659|10771|63181|63185|63207|63999|64021|64182|78135|89139|93929|94670|95146|95480|103615|106572|26941|107556|107723|108498|109848|110610|12708|110791|5|129449|129833|140768|153460|153699|155973|157730|157810|157878|161064|165680|165681|165713|165727|167465|7357|7485|179097|179112|202428|212450|215720|220112|236419|24313|35765|36388|36437|10771|12708|576|577|2076|3754,362,2000/10/22
183661,Thaandavam,"Action,Thriller",0,2012,520|5.9|0000111102,9765|40230|42209|5|47850|49176|5|53629|54414|63675|67891|68834|75160|83176|40230|86960|88640|91640|100046|102980|103921|105049|110575|121607|122688|127559|42209|135935|138025|144768|146942|160181|5692|193825|197702|201445|202902|204948|218118|218437|219217|225133|5|229585|235487|33879|5|3138,8136,2012/10/7
272912,Good Will Hunting,Drama,10000000,1997,315003|8.2|0000001322,9264|10039|19666|10039|24|51|57450|57665|61029|65364|69058|69837|19666|76581|80197|80631|91569|96011|103137|12468|105223|107892|112134|112400|112453|119336|119988|122568|124544|127256|128257|42357|141492|142215|34646|150655|153899|162109|164625|37701|165303|4792|183647|184481|20545|186426|188776|190668|206862|208261|208842|212217|15628|16501|22882|29643|29831|14238|37326|37328|14610|996,874,1997/12/7
4482,Ambrose Bierce: Civil War Stories,"Biography,Drama,History,War",1250000,2006,83|5.5|0000110103,|||||||,5099,2006/9/15
1156,On the Rhumba River,"Documentary,Music",0,2007,11|7.3|....0032.1,|13968|51275|72930|77175|77641|100611|104736|113595|116570|123141|123280|123534|123541|126973|126975|5759|210571|215867|216770|231172||13968|,6719,2008/6/8
16929,Solas,Drama,982227,1999,2249|7.4|0000001221,|14949|45468|63695|67189|71229|71560|79319|90739|110216|115504|126016|138687|145190|5|156946|168600|6082|169141|172101|181295|183402|187035|187536|187966|189949|190055|192793|203170|205847|215998|221531|221884|228884|228895|231422|30866|14949|3505,1978,2000/9/10
5576953,Dark City,"Mystery,Sci-Fi",27000000,1998,106741|7.8|0000001311,8667|39770|11730|13629|49280|52220|54915|59764|60489|64824|82115|82886|85227|87171|88698|92130|93398|96168|99391|99974|103216|26752|41413|116836|120608|120777|121637|122990|127080|128418|129174|130678|134687|138023|138098|138807|141657|145044|145817|148045|149773|150292|151160|152545|14399|154775|158474|37422|5513|174917|180399|180972|181926|190727|193024|200356|200412|214701|230864|231851|19905|22429|28591|13629|37850|13629|3752,823,1998/3/1
18852976,Message in a Bottle,"Drama,Romance",80000000,1999,19739|5.8|0000121100,9332|39736|35001|45502|66287|10936|829|73397|76135|79483|84274|84987|89994|97947|102572|113032|119049|123907|125563|127762|130028|139301|143620|143641|143804|157195|157223|157597|162284|7499|173119|173644|176015|177497|183192|183881|185295|189078|192985|201598|202813|204415|212722|215877|32484|221930|38001|10936|20203|37346|37753|12836|829,1462,1999/2/14
1140464,Agneepath,"Action,Crime,Drama,Musical",10992000,2012,8120|7|0000001112,8898|9611|9622|39860|12816|41855|53670|53671|63668|20685|5|98797|100799|101211|103084|129730|135008|140537|149856|154023|154027|157368|160502|5041|5042|179771|199418|199464|223252|228556|229766|230353|233050|18542|25207|8598|26598|29067|12816|825,7877,2012/1/29
27537244,The Devil Wears Prada,"Comedy,Drama,Romance",35000000,2006,161920|6.7|0000012100,8255|17534|43702|49737|52558|54487|59561|60495|68441|73549|79005|81116|83219|83272|87045|87162|87842|91488|101874|105612|110223|111338|113279|116598|118028|122403|123895|124838|125571|136536|137546|140799|145478|149769|151830|152895|14562|159842|14867|6909|169546|173835|174739|175954|177389|177902|180706|184075|185589|188312|191131|193513|194553|196705|198279|201407|205106|206615|208892|209065|220846|222982|224077|226083|227349|228181|228576|228857|230073|230868|36508|43702|234852|16646|18122|21449|32874|11503|166,4901,2006/7/2
10940,Greenwich Village: Music That Defined a Generation,Documentary,270784,2012,7|6.9|.....51.11,|10159|27571|37072|56920|63368|81025|40709|105530|145224|158220|163625||180771|5|222679|33425|225674|229748|231413|10159|18360|26165|27571|37072|10159|1494,7947,2013/1/27
47175,Jerichow,Drama,0,2008,1104|6.9|0000013200,8429|13539|38900|82586|24056|153563|7422|190647|192795|196511|26285|26660|32291|33749|37275|13539|1143,6653,2009/8/9
1121,Action,"Action,Drama",50,2011,,|2040|311|60915|64768|74721|74792|75391|77383|78430|1058|84955|93912|94110|94339|103917|105001|105351|106150|106828|2040|112317|113687|117068|117770|117803|117977|122141|140608|145461|148480|149890|153358|6550|183988|185261|185405|194952|204739|205531|208845|214475|221256|232099|233924|235442|311|2040|311|2040|311|1058|2040,8073,2011/8/7
1864,Kettle of Fish,"Comedy,Romance",2000000,2006,464|5.1|0001111001,7836|13238|53478|64456|73982|27020|113432|113434|117072|119455|29531|127177|132338|148333|149548|14335|155381|163786|165321|165421|167795|7194|171381|176767|179628|182478|183949|22374|203503|212084|32336|222533|33855|234289|16663|17013|17838|19662|19757|21369|21675|21772|21903|22804|27020|28161|29531|31224|33353|34377|13238|2018,5073,2006/10/15
15092079,The Brothers Grimm,"Action,Adventure,Comedy,Fantasy,Thriller",88000000,2005,69023|5.9|0000122100,9300|9326|26546|48372|51758|54699|55688|63047|68459|19666|76780|79686|83572|85143|90441|94210|100901|101701|104645|105418|108300|110506|112757|131341|131540|132898|134806|136472|138301|139390|152075|153116|158242|158443|158711|159695|160830|168298|5965|173247|176581|184988|184989|188077|192483|193723|194850|197219|197942|202193|205727|205988|206974|210567|212651|218656|219126|220045|222128|222345|226620|231622|232198|232293|232791|17026|18605|22882|28901|30021|32777|32995|33724|34892|37326|37328|11643|3181,3640,2005/8/28
642523,Sarkar Raj,"Action,Crime,Drama,Thriller",0,2008,3033|6.7|0000012111,8897|9090|42016|42193|47245|49210|15859|50098|100828|110169|119250|124582|126055|134238|146258|146942|147160|5|6161|216381|219215|5|18447|22400|30376|14616|14616|2950,5257,2008/6/8
1012768,Anonymous,"Drama,History,Thriller,Comedy,Family,Short,Fantasy",30000000,2011,23577|6.8|0000012211,8005|39173|11016|13048|30762|44825|47901|48446|49393|50217|52520|52970|53821|54699|55996|57670|58264|60418|60470|60707|61714|65497|68856|71070|71353|72252|73099|75595|77197|77294|78797|79594|80223|81273|81431|83648|85505|87273|88664|91258|91434|93207|93816|94247|95590|95748|96270|96438|96469|96522|96594|97210|97631|99485|100638|102634|102836|103757|105700|107900|109093|110774|110883|111937|111991|112596|112601|114325|114326|115395|119852|122804|123631|124676|124680|124681|124979|127841|30871|133303|134762|134766|137195|138224|140149|141466|141768|141850|142503|142641|142749|142995|145561|147311|149165|150142|152488|154544|154798|155220|156486|157803|157804|158715|160739|162424|165459|165558|166331|166386|166806|5640|6922|7156|7363|169997|171348|172741|174024|175740|180484|181765|184241|188116|189728|189825|190790|192771|193151|194034|195533|202063|202074|202441|202952|203102|205278|209839|210581|213135|217559|218058|219751|220466|223850|228541|230063|231320|236372|15895|10981|11335|20956|21527|21765|27179|27716|13048|29250|29563|29759|30762|30871|37298|37801|37860|38481|10981|11016|11335|13048|1099|2248|3153,7306,2011/10/30
516834,Le divorce,"Comedy,Drama,Romance",0,2003,7865|4.9|0001111000,9381|12141|40889|42405|47535|48759|16012|193|55848|56292|57715|58729|63274|63326|67667|68637|71917|75610|77483|78078|78126|11530|86165|88305|106287|27248|27464|109830|111517|119502|29531|122330|5|130432|133213|134068|136658|144623|152050|153610|156253|160117|162220|166350|6677|168919|170437|171345|172733|173114|175169|175915|17462|176756|177049|177919|178227|179170|18870|183564|183763|183893|5231|24625|203052|205538|212656|213540|217822|220421|221192|222865|224377|228543|228905|37232|236268|17129|17297|21410|23872|24639|26538|13031|33630|12141|1988,3171,2003/8/10
287715,Hitchcock,"Biography,Drama",0,2012,21946|7|0000013200,9909|41735|42542|44247|45996|54451|59505|62109|63589|64513|66212|69397|78287|83698|83998|84838|85273|86418|87024|92439|92459|93495|94507|94599|5341|95937|96225|106024|106412|107109|108840|109033|112675|112882|113030|115468|118078|118895|119836|120130|132896|133906|5|137434|137786|140799|142745|143913|147433|149100|152492|154164|155232|155274|158771|160417|162817|165167|165218|166948|167214|168467|4792|170874|172281|174094|174859|176965|179634|5|180100|19032|184427|184554|185581|188117|188882|189474|195108|195899|196620|197820|25206|208265|209208|29454|211230|218554|221509|223115|224466|227844|228484|231697|236357|16136|16447|29039|29279|31635|13723|33706|35967|11619|713,5997,2012/11/23
5558400,The Deep End of the Ocean,Drama,40000000,1999,7362|6.1|0000122100,8121|41862|42861|47396|54544|58828|64761|65469|70797|75717|77411|89383|96984|97526|97949|98471|101148|103650|113201|114861|117434|117696|118056|118576|119448|123939|140404|147784|153038|153277|160694|162314|164709|167649|4118|174458|184936|188069|189805|191506|192507|198332|203699|207586|209578|31417|220303|222613|226161|226990|228233|228439|228483|230734|232210|18116|23338|30320|11778|1248,1154,1999/3/14
1600,Maybe...,"Comedy,Short",0,2008,,|41260|12794|44587|19574|75931|82205|90132|91285|95687|128105||170858|175996|189702|41260|31597|17603|18049|19574|28113|31597|38239|12794|1325,6695,2008/5/8
19458109,Argo,"Drama,History,Thriller",44500000,2012,181978|7.9|0000001321,9919|16328|41781|14468|44036|44301|10039|44959|46676|47078|47447|47854|48160|48407|49041|49054|49423|51113|54235|54451|54899|55774|56540|57188|58461|60168|60570|60984|61948|62098|62273|63252|64115|65470|65595|66950|68131|69697|70150|71957|72221|72836|72886|73208|73772|74093|76223|76758|76815|77058|77622|78225|78501|78562|78849|79006|81633|83286|83410|83626|84620|85273|85500|86430|88011|88762|89462|89533|89536|89712|89726|90472|90554|91700|91767|93541|97286|99914|100577|100847|12295|100999|101231|102624|102883|103122|103500|104151|105182|105942|107281|107536|108658|109014|109422|110667|111610|113620|116869|117640|28995|118566|118568|118598|29202|120084|120768|121083|121212|124325|124706|124764|126094|126386|127894|128991|130245|130516|131357|133201|133854|133880|134177|135325|135973|136167|137241|137365|138748|139891|140229|141651|141941|142396|143214|143344|143350|143356|143400|144040|144508|146125|146538|147278|148533|149126|150780|150890|152726|152751|152968|153436|153468|153588|153691|154065|154256|154893|155025|156329|156524|156644|156675|156914|156955|158658|159366|160464|161436|162503|163020|163396|165531|165976|166020|167575|167579|167892|168467|4674|170692|172084|172109|172822|172991|173960|174056|174282|175663|177901|178216|178235|179279|179901|181620|182269|186037|187531|187658|187729|188279|191129|193353|198059|25053|199879|201686|202359|202596|202943|204353|205136|205401|206141|207769|208597|213278|213729|215674|217548|217900|218872|220230|220538|223659|224233|226611|226944|227087|227633|228528|5|231655|231980|233689|235511|235974|235975|10039|17447|18240|10860|23915|24091|11976|26053|26158|35591|37867|10039|2753,6117,2012/10/14
7970,Our Brand Is Crisis,Documentary,0,2005,286|7.2|0000012201,|10516|49831|18264|72666|87599|119486|119487|122208|122213|128432|139422|140559|147177|147519|153511|160214|7528|233843|10516|22850|26490|29710|30230|33905|14096|10516|451|1530|2872,5278,2006/3/5
4603121,Material Girls,"Comedy,Family,Romance",0,2006,14103|3.4|3000000001,9382|42128|42460|42508|49122|50454|51948|54901|62214|64298|18732|66231|68376|69419|70797|77763|82694|89168|91183|94057|95579|102243|109620|111962|113069|113072|113614|132966|133472|137484|140400|33004|149079|43160|6245|169541|169817|16149|176354|18028|181218|20585|20586|187302|189474|193373|193626|194637|194782|12105|198881|200985|202947|208104|209486|213163|213386|218620|219381|222020|224599|227444|229631|230857|234285|234494|18184|18994|20585|20586|20588|20933|21146|23571|26018|26712|29138|29289|29722|30797|31537|32111|33004|35838|37449|10906|1611,4612,2006/8/20
8191,[Rec] ?,Horror,5600000,2009,33719|6.6|0000022100,9854|10242|39867|13572|49581|10242|51289|54562|55990|61132|62124|62126|77670|81036|82572|101136|107433|115402|28705|119048|121450|123207|127837|128036|130310|13572|133414|135127|2937|142276|145689|154946|158854|159972|160084|167593||178024|185066|186128|190239|190259|191957|221597|225538|225908|232246|232276|232572|21360|21362|28380|36777|10242|13572|2937,6732,2010/7/11
587591,Mulholland Dr.,"Drama,Mystery,Thriller",15000000,2001,161296|7.9|0000001222,9706|2067|46851|3987|50591|51559|54086|39128|58937|60963|62335|644|66043|66872|68560|69127|19559|72444|78020|78026|78297|79957|81080|82247|82985|86958|87055|87545|92113|94933|101293|101570|101887|110981|111172|118630|29612|122730|128837|131352|137613|139300|144495|147579|148085|14471|155615|162469|166319|3987|168698|172646|174987|180328|181850|183824|187906|188959|190727|191303|192208|194166|195493|195563|202592|204997|204998|206631|210653|213417|218373|6662|222735|222915|223529|35216|228962|230736|37232|20773|20774|20871|26472|31609|33431|35638|37425|2067|815,1757,2001/10/14
66701,Lantana,"Drama,Mystery",0,2001,13320|7.3|0000012211,9941|39068|10357|55842|66262|66991|68324|68326|68894|72852|75752|75798|76087|26873|117771|117975|122338|122851|130653|132405|138893|33107|152979|157033|157906|5177|5248|5594|5886|6347|170758|170759|174503|187575|188394|193113|193810|195425|208006|208119|218792|235206|17154|18481|25084|29527|12577|3634,2618,2001/12/16
2501,After the Cup: Sons of Sakhnin United,Documentary,0,2009,12|3.8|2...11.002,||44070|84610|106375|131621|152571|||16535|10595|18966|22111|34093|35821|37379|10595|10597|,7517,2010/5/23
23527,Bran Nue Dae,"Comedy,Drama,Musical",6811805,2009,1019|6|0000012101,9941|38960|39391|39563|40352|5|41570|13521|42337|43801|45383|45384|47184|50221|38960|53954|53955|55414|55572|56910|17445|57674|58918|67052|70043|71795|73330|76194|81496|83600|84358|40352|87538|87700|88953|96040|97074|97419|97618|98055|99716|110870|113621|41570|114237|115656|115898|116218|118014|126865|129335|129350|129365|129371|131338|33107|152783|154438|163248|163978|166770|167039|6988|169665|174568|176372|180229|186286|192024|195594|200345|203480|206829|208470|211036|217638|220698|224623|225408|228861|230622|230760|233677|15289|16860|20318|24871|25901|26716|28333|35459|37492|37956|13521|1974,6421,2010/9/12
